****************
timestamp: 2024-04-03 17:27:21.182549
initializing training...
========================
available cuda devices:
0: Quadro RTX 6000, mem:22690MB, mpc:72
1: Quadro RTX 6000, mem:22690MB, mpc:72
2: Quadro RTX 6000, mem:22690MB, mpc:72
3: Quadro RTX 6000, mem:22690MB, mpc:72
4: Quadro RTX 6000, mem:22690MB, mpc:72
5: Quadro RTX 6000, mem:22690MB, mpc:72
6: Quadro RTX 6000, mem:22690MB, mpc:72
7: Quadro RTX 6000, mem:22690MB, mpc:72
========================
device: cuda
forcing cuDNN initialization...
nca perception channels: 65
nca parameter count: 10496
nca isotropic type: 3
training new model from scratch...
model: minicube5_quat_v2
type: QUATERNION
channels: 16
hidden: 128
hidden-seed-info: False
batch-size: 8
pool-size: 32
lr: 0.0005>1e-05 w/ 2000 step
seed.shape: [1, 16, 9, 9, 9]
target.shape: [8, 4, 9, 9, 9]
starting training w/ 5001 epochs...
[100/5001]	 0.312it/s	 time: 0:05:21~4:22:09	 loss: 414.041>21.288	 lr: 3.474e-05 ▲
[200/5001]	 0.315it/s	 time: 0:10:34~4:13:36	 loss: 43.638>21.288	 lr: 5.924e-05 ▲
[300/5001]	 0.317it/s	 time: 0:15:46~4:07:00	 loss: 1493.878>21.288	 lr: 8.375e-05 ▲
[400/5001]	 0.32it/s	 time: 0:20:51~3:59:46	 loss: 971.308>21.288	 lr: 0.00010824 ▲
[500/5001]	 0.32it/s	 time: 0:26:03~3:54:27	 loss: 46329.728>21.288	 lr: 0.00013275 ▲
[600/5001]	 0.322it/s	 time: 0:31:05~3:47:56	 loss: 37.917>21.288	 lr: 0.00015724 ▲
[700/5001]	 0.322it/s	 time: 0:36:13~3:42:28	 loss: 23828.807>21.288	 lr: 0.00018174 ▲
[800/5001]	 0.323it/s	 time: 0:41:17~3:36:44	 loss: 974.933>21.099	 lr: 0.00020625 ▲
[900/5001]	 0.322it/s	 time: 0:46:34~3:32:08	 loss: 65.673>19.098	 lr: 0.00023074 ▲
[1000/5001]	 0.322it/s	 time: 0:51:47~3:27:07	 loss: 21.424>17.2	 lr: 0.00025524 ▲
[1100/5001]	 0.322it/s	 time: 0:56:57~3:21:54	 loss: 19.344>15.345	 lr: 0.00027975 ▲
[1200/5001]	 0.322it/s	 time: 1:02:11~3:16:54	 loss: 26.597>14.935	 lr: 0.00030425 ▲
[1300/5001]	 0.322it/s	 time: 1:07:20~3:11:38	 loss: 17.217>13.415	 lr: 0.00032875 ▲
[1400/5001]	 0.322it/s	 time: 1:12:32~3:06:30	 loss: 14.653>11.483	 lr: 0.00035324 ▲
[1500/5001]	 0.322it/s	 time: 1:17:43~3:01:20	 loss: 12.17>8.929	 lr: 0.00037774 ▲
[1600/5001]	 0.322it/s	 time: 1:22:54~2:56:09	 loss: 9.086>6.851	 lr: 0.00040224 ▲
[1700/5001]	 0.322it/s	 time: 1:28:03~2:50:55	 loss: 7.501>6.559	 lr: 0.00042675 ▲
[1800/5001]	 0.322it/s	 time: 1:33:16~2:45:48	 loss: 8.633>6.369	 lr: 0.00045125 ▲
[1900/5001]	 0.322it/s	 time: 1:38:27~2:40:37	 loss: 7.722>6.107	 lr: 0.00047574 ▲
[2000/5001]	 0.321it/s	 time: 1:43:49~2:35:43	 loss: 6.947>5.539	 lr: 0.00049976 ▲
[2100/5001]	 0.321it/s	 time: 1:49:00~2:30:31	 loss: 6.212>5.114	 lr: 0.00047526 ▼
[2200/5001]	 0.321it/s	 time: 1:54:13~2:25:22	 loss: 6.126>4.82	 lr: 0.00045075 ▼
[2300/5001]	 0.321it/s	 time: 1:59:24~2:20:09	 loss: 41.4>4.82	 lr: 0.00042625 ▼
